,iso,dimensionality,form,motion_type,motion_class,motion_sense,semantic_type,motion_signal_type,text
4318,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,the
4319,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,early-19th
4320,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,century
4321,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,even
4322,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,the
4323,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,kabuki
4324,__label__PLACE,__label__AREA,__label__NOM,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,theaters
4325,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,were
4326,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,located
4327,__label__PLACE,__label__AREA,__label__NOM,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,here
4328,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,.
4329,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,The
4330,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,Meiji
4331,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,Restoration
4332,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,and
4333,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,the
4334,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,opening
4335,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,of
4336,__label__PLACE,__label__POINT,__label__NAM,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,Japan
4337,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,to
4338,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,exotic
4339,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,new
4340,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,Western
4341,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,-
4342,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,style
4343,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,amusements
4344,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,further
4345,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,enhanced
4346,__label__PLACE,__label__POINT,__label__NAM,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,Asakusa
4347,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,’s
4348,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,reputation
4349,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,as
4350,__label__PLACE,__label__POINT,__label__NAM,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,Fun
4351,__label__PLACE,__label__POINT,__label__NAM,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,City
4352,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,.
4353,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,The
4354,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,first
4355,__label__PLACE,__label__AREA,__label__NOM,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,place
4356,__label__SPATIAL_SIGNAL,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__TOPOLOGICAL,__label__nan,in
4357,__label__PLACE,__label__AREA,__label__NAM,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,Japan
4358,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,to
4359,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,call
4360,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,itself
4361,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,a
4362,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,“
4363,__label__PLACE,__label__AREA,__label__NOM,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,bar
4364,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,”
4365,__label__NONMOTION_EVENT,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,opened
4366,__label__SPATIAL_SIGNAL,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__TOPOLOGICAL,__label__nan,in
4367,__label__PLACE,__label__AREA,__label__NAM,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,Asakusa
4368,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,in
4369,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,1880
4370,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,(
4371,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,and
4372,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,is
4373,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,still
4374,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,doing
4375,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,business
4376,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,)
4377,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,;
4378,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,the
4379,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,first
4380,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,movie
4381,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,theater
4382,__label__NONMOTION_EVENT,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,opened
4383,__label__PLACE,__label__AREA,__label__NOM,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,here
4384,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,in
4385,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,1903
4386,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,.
4387,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,Before
4388,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,long
4389,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,","
4390,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,the
4391,__label__PATH,__label__VOLUME,__label__NOM,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,streets
4392,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,and
4393,__label__PATH,__label__VOLUME,__label__NOM,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,alleys
4394,__label__SPATIAL_SIGNAL,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__DIRECTIONAL,__label__nan,around
4395,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,the
4396,__label__PLACE,__label__VOLUME,__label__NOM,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,temple
4397,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,were
4398,__label__SPATIAL_SIGNAL,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__TOPOLOGICAL,__label__nan,filled
4399,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,with
4400,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,music
4401,__label__PLACE,__label__VOLUME,__label__NOM,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,halls
4402,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,","
4403,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,burlesque
4404,__label__PLACE,__label__VOLUME,__label__NOM,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,theaters
4405,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,","
4406,__label__PLACE,__label__VOLUME,__label__NOM,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,cabarets
4407,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,","
4408,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,gambling
4409,__label__PLACE,__label__VOLUME,__label__NOM,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,dens
4410,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,","
4411,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,and
4412,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,watering
4413,__label__PLACE,__label__VOLUME,__label__NOM,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,holes
4414,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,of
4415,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,every
4416,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,description
4417,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,.
4418,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,Most
4419,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,of
4420,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,the
4421,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,temple
4422,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,quarter
4423,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,was
4424,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,firebombed
4425,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,to
4426,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,ashes
4427,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,in
4428,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,1945
4429,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,","
4430,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,but
4431,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,by
4432,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,1958
4433,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,the
4434,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,people
4435,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,of
4436,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,the
4437,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,area
4438,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,had
4439,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,raised
4440,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,enough
4441,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,money
4442,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,to
4443,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,rebuild
4444,__label__PLACE,__label__VOLUME,__label__NAM,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,Sensoji
4445,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,and
4446,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,all
4447,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,of
4448,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,the
4449,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,important
4450,__label__SPATIAL_ENTITY,__label__VOLUME,__label__NOM,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,structures
4451,__label__MEASURE,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,around
4452,__label__PLACE,__label__VOLUME,__label__NOM,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,it
4453,__label__O,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,__label__nan,.
